text,label
نشر التحديثات الجديدة على السيرفر رقم 1947,Low
تحضير عرض تقديمي للاجتماع رقم 3909,Medium
تصحيح خطأ في بوابة الدفع رقم 880,High
Update antivirus software task #4449,Medium
Deploy release candidate task #3348,Medium
تصحيح خطأ في بوابة الدفع رقم 3684,High
تحضير عرض تقديمي للاجتماع رقم 4624,Medium
Refactor legacy code task #3508,Medium
تصحيح خطأ في بوابة الدفع رقم 4063,Medium
تحضير عرض تقديمي للاجتماع رقم 666,High
Book travel tickets for conference task #3780,Low
نشر التحديثات الجديدة على السيرفر رقم 562,Low
Prepare monthly KPI dashboard task #3210,Medium
Team feedback session task #1593,Medium
مراجعة الكود للميزة الجديدة رقم 4575,High
Prepare for board meeting task #514,Low
تنظيم تدقيق ربعي رقم 4565,Low
تحديث مستندات المشروع رقم 1075,Medium
Respond to client complaints immediately task #991,Medium
Daily standup notes task #1993,Medium
إرسال التقرير النهائي غداً رقم 1180,Medium
Order new printers task #135,High
إرسال التقرير النهائي غداً رقم 1052,Medium
Daily standup notes task #559,High
تحديث أمني هام جداً رقم 4567,High
إجراء نسخ احتياطي لقاعدة البيانات رقم 1936,Medium
Update antivirus software task #783,Medium
إصلاح عاجل لمشكلة في الخادم رقم 4692,High
Plan for team outing task #3153,High
Submit annual financial report task #1999,High
Check emails task #4416,Medium
نشر التحديثات الجديدة على السيرفر رقم 2009,Medium
مراجعة الكود للميزة الجديدة رقم 2796,Low
Respond to client complaints immediately task #2642,Low
Update antivirus software task #2012,Medium
Check emails task #2022,High
شراء مستلزمات المكتب رقم 400,Medium
Respond to client complaints immediately task #4173,Medium
Order new printers task #3265,High
Fix login issue reported by users task #3118,Low
طلب شراء أجهزة كمبيوتر جديدة رقم 592,Low
تنظيم تدقيق ربعي رقم 4437,High
تحضير عرض تقديمي للاجتماع رقم 2208,Medium
تحديث مستندات المشروع رقم 3486,Medium
طلب شراء أجهزة كمبيوتر جديدة رقم 3061,Medium
متابعة الفاتورة مع المورد رقم 2193,High
متابعة الفاتورة مع المورد رقم 1379,Medium
مراجعة الكود للميزة الجديدة رقم 466,Medium
تخطيط لحملة تسويقية رقم 2169,High
مراجعة الكود للميزة الجديدة رقم 1476,Medium
شراء مستلزمات المكتب رقم 3593,Medium
Respond to client complaints immediately task #1796,Medium
متابعة الفاتورة مع المورد رقم 342,High
Weekly team sync task #4036,Medium
الرد على استفسارات العملاء رقم 2191,High
تحديث أمني هام جداً رقم 2491,Low
تخطيط لحملة تسويقية رقم 1827,High
Schedule interviews for new hires task #3453,Medium
الرد على استفسارات العملاء رقم 350,Medium
متابعة الفاتورة مع المورد رقم 3911,High
Book travel tickets for conference task #1273,High
Set up monitoring alerts task #4803,Medium
اجتماع الفريق الأسبوعي رقم 277,High
Schedule interviews for new hires task #964,Low
متابعة الفاتورة مع المورد رقم 1966,Medium
إرسال التقرير النهائي غداً رقم 4936,Low
متابعة الفاتورة مع المورد رقم 3908,Low
Set up monitoring alerts task #4142,High
نشر التحديثات الجديدة على السيرفر رقم 1167,High
التحقق من البريد الإلكتروني رقم 2997,High
نشر التحديثات الجديدة على السيرفر رقم 1839,Low
Fix login issue reported by users task #4228,Medium
إصلاح عاجل لمشكلة في الخادم رقم 2477,Medium
Weekly team sync task #623,Medium
Refactor legacy code task #1429,Medium
Book travel tickets for conference task #2894,Low
نشاط ترفيهي للفريق الأسبوع القادم رقم 2741,Low
Prepare for board meeting task #2792,Low
Set up monitoring alerts task #1395,Medium
اجتماع الفريق الأسبوعي رقم 4977,High
Prepare monthly KPI dashboard task #3786,High
متابعة الفاتورة مع المورد رقم 4574,High
الرد على استفسارات العملاء رقم 3542,Medium
مراجعة الكود للميزة الجديدة رقم 613,Medium
إجراء نسخ احتياطي لقاعدة البيانات رقم 949,Medium
تخطيط لحملة تسويقية رقم 2569,High
Deploy release candidate task #3667,Medium
شراء مستلزمات المكتب رقم 1566,Low
طلب شراء أجهزة كمبيوتر جديدة رقم 875,Medium
Fix login issue reported by users task #136,Low
نشاط ترفيهي للفريق الأسبوع القادم رقم 37,High
Check emails task #2331,Medium
الرد على استفسارات العملاء رقم 43,High
Fix login issue reported by users task #441,Low
تحديث مستندات المشروع رقم 2996,Medium
Schedule interviews for new hires task #4341,Low
Prepare for board meeting task #1445,High
Fix login issue reported by users task #4101,Low
تصحيح خطأ في بوابة الدفع رقم 2408,High
إصلاح عاجل لمشكلة في الخادم رقم 3131,High
Book travel tickets for conference task #1482,Medium
شراء مستلزمات المكتب رقم 4634,High
Daily standup notes task #1371,High
Schedule interviews for new hires task #1923,Medium
Book travel tickets for conference task #3491,High
Fix production bug urgently task #1872,Medium
Fix production bug urgently task #314,Medium
جدولة إجازة رقم 3491,High
إصلاح عاجل لمشكلة في الخادم رقم 3368,Low
جدولة إجازة رقم 3465,Low
Respond to client complaints immediately task #2037,Medium
Plan for team outing task #555,High
Daily standup notes task #4665,High
شراء مستلزمات المكتب رقم 3347,Medium
Fix login issue reported by users task #2707,High
مراجعة الكود للميزة الجديدة رقم 473,High
Team feedback session task #1414,High
إصلاح عاجل لمشكلة في الخادم رقم 3759,Medium
متابعة الفاتورة مع المورد رقم 1904,High
Weekly team sync task #3806,Low
اجتماع الفريق الأسبوعي رقم 2789,High
Order new printers task #1951,High
متابعة الفاتورة مع المورد رقم 1210,High
اجتماع الفريق الأسبوعي رقم 2397,Low
الرد على استفسارات العملاء رقم 1061,Low
Update antivirus software task #2816,Low
اجتماع الفريق الأسبوعي رقم 4546,High
Create timeline for new project task #4297,Medium
Update antivirus software task #2825,High
Schedule interviews for new hires task #4577,High
Weekly team sync task #563,Medium
Create timeline for new project task #2145,Medium
إرسال التقرير النهائي غداً رقم 4653,Medium
تحديث أمني هام جداً رقم 3800,High
اجتماع الفريق الأسبوعي رقم 2496,Medium
Fix login issue reported by users task #1679,Medium
Prepare for board meeting task #1680,High
شكوى من العميل - يجب حلها فوراً رقم 1586,Low
Plan for team outing task #3138,High
تصحيح خطأ في بوابة الدفع رقم 2020,Medium
شكوى من العميل - يجب حلها فوراً رقم 486,Medium
نشاط ترفيهي للفريق الأسبوع القادم رقم 3566,Medium
Submit annual financial report task #2266,High
تصحيح خطأ في بوابة الدفع رقم 2881,Medium
اجتماع الفريق الأسبوعي رقم 3490,Low
Prepare monthly KPI dashboard task #2049,High
شراء مستلزمات المكتب رقم 2469,Medium
الرد على استفسارات العملاء رقم 1432,Medium
Submit annual financial report task #946,High
التحقق من البريد الإلكتروني رقم 3804,Medium
Refactor legacy code task #4567,Medium
نشاط ترفيهي للفريق الأسبوع القادم رقم 1191,High
Respond to client complaints immediately task #2608,High
الرد على استفسارات العملاء رقم 3404,Medium
نشر التحديثات الجديدة على السيرفر رقم 3713,Low
اجتماع الفريق الأسبوعي رقم 2870,Medium
جدولة إجازة رقم 4154,High
Prepare monthly KPI dashboard task #1022,Medium
